names,seqnames,start,end,LOCATION,GENEID,PRECEDEID,FOLLOWID,symbol,APM11_numCs,APM12_numCs,APM19_numCs,APM20_numCs,APM11_coverage,APM12_coverage,APM19_coverage,APM20_coverage,p.value,ratioAPM11,ratioAPM12,ratioAPM19,ratioAPM20,meanES,meanB1DMSO24h,beta
chr18_36994009,chr18,36994009,36994009,intron,192163,character(0),character(0),Pcdha3,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,12936,character(0),character(0),Pcdha4,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,100384868,character(0),character(0),Gm37013,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,12941,character(0),character(0),Pcdha5,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,12937,character(0),character(0),Pcdha6,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,103611158,character(0),character(0),Gm38666,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,12939,character(0),character(0),Pcdha7,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,intron,103611159,character(0),character(0),Gm38667,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994009,chr18,36994009,36994009,coding,353235,character(0),character(0),Pcdha8,1,0,26,53,79,53,44,84,8.40E-05,0.012658228,0,0.590909091,0.630952381,0.006329114,0.610930736,0.604601622
chr18_36994021,chr18,36994021,36994021,intron,116731,character(0),character(0),Pcdha1,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,353234,character(0),character(0),Pcdha2,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,192163,character(0),character(0),Pcdha3,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,12936,character(0),character(0),Pcdha4,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,100384868,character(0),character(0),Gm37013,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,12941,character(0),character(0),Pcdha5,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,12937,character(0),character(0),Pcdha6,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,103611158,character(0),character(0),Gm38666,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,12939,character(0),character(0),Pcdha7,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,intron,103611159,character(0),character(0),Gm38667,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36994021,chr18,36994021,36994021,coding,353235,character(0),character(0),Pcdha8,1,1,27,50,78,56,46,78,5.27E-05,0.012820513,0.017857143,0.586956522,0.641025641,0.015338828,0.613991081,0.598652254
chr18_36998181,chr18,36998181,36998181,intron,116731,character(0),character(0),Pcdha1,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,353234,character(0),character(0),Pcdha2,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,192163,character(0),character(0),Pcdha3,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,12936,character(0),character(0),Pcdha4,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,100384868,character(0),character(0),Gm37013,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,12941,character(0),character(0),Pcdha5,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,12937,character(0),character(0),Pcdha6,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,103611158,character(0),character(0),Gm38666,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,12939,character(0),character(0),Pcdha7,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,103611159,character(0),character(0),Gm38667,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,intron,353235,character(0),character(0),Pcdha8,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998181,chr18,36998181,36998181,coding,192161,character(0),character(0),Pcdha9,4,2,25,49,162,125,81,145,6.88E-05,0.024691358,0.016,0.308641975,0.337931034,0.020345679,0.323286505,0.302940826
chr18_36998183,chr18,36998183,36998183,intron,116731,character(0),character(0),Pcdha1,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,353234,character(0),character(0),Pcdha2,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,192163,character(0),character(0),Pcdha3,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,12936,character(0),character(0),Pcdha4,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,100384868,character(0),character(0),Gm37013,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,12941,character(0),character(0),Pcdha5,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,12937,character(0),character(0),Pcdha6,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,103611158,character(0),character(0),Gm38666,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,12939,character(0),character(0),Pcdha7,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,103611159,character(0),character(0),Gm38667,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,intron,353235,character(0),character(0),Pcdha8,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998183,chr18,36998183,36998183,coding,192161,character(0),character(0),Pcdha9,6,4,30,48,163,131,80,147,7.38E-05,0.036809816,0.030534351,0.375,0.326530612,0.033672084,0.350765306,0.317093223
chr18_36998235,chr18,36998235,36998235,intron,116731,character(0),character(0),Pcdha1,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,353234,character(0),character(0),Pcdha2,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,192163,character(0),character(0),Pcdha3,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,12936,character(0),character(0),Pcdha4,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,100384868,character(0),character(0),Gm37013,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,12941,character(0),character(0),Pcdha5,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,12937,character(0),character(0),Pcdha6,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,103611158,character(0),character(0),Gm38666,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,12939,character(0),character(0),Pcdha7,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,103611159,character(0),character(0),Gm38667,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,intron,353235,character(0),character(0),Pcdha8,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998235,chr18,36998235,36998235,coding,192161,character(0),character(0),Pcdha9,4,3,35,44,203,174,121,171,5.67E-05,0.019704433,0.017241379,0.289256198,0.257309942,0.018472906,0.27328307,0.254810164
chr18_36998258,chr18,36998258,36998258,intron,116731,character(0),character(0),Pcdha1,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,353234,character(0),character(0),Pcdha2,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,192163,character(0),character(0),Pcdha3,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,12936,character(0),character(0),Pcdha4,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,100384868,character(0),character(0),Gm37013,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,12941,character(0),character(0),Pcdha5,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,12937,character(0),character(0),Pcdha6,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,103611158,character(0),character(0),Gm38666,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,12939,character(0),character(0),Pcdha7,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,103611159,character(0),character(0),Gm38667,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,intron,353235,character(0),character(0),Pcdha8,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998258,chr18,36998258,36998258,coding,192161,character(0),character(0),Pcdha9,4,2,44,73,202,175,128,176,5.14E-05,0.01980198,0.011428571,0.34375,0.414772727,0.015615276,0.379261364,0.363646088
chr18_36998267,chr18,36998267,36998267,intron,116731,character(0),character(0),Pcdha1,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,353234,character(0),character(0),Pcdha2,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,192163,character(0),character(0),Pcdha3,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,12936,character(0),character(0),Pcdha4,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,100384868,character(0),character(0),Gm37013,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,12941,character(0),character(0),Pcdha5,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,12937,character(0),character(0),Pcdha6,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,103611158,character(0),character(0),Gm38666,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,12939,character(0),character(0),Pcdha7,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,103611159,character(0),character(0),Gm38667,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,intron,353235,character(0),character(0),Pcdha8,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998267,chr18,36998267,36998267,coding,192161,character(0),character(0),Pcdha9,3,3,33,49,200,174,126,172,4.83E-05,0.015,0.017241379,0.261904762,0.284883721,0.01612069,0.273394241,0.257273552
chr18_36998269,chr18,36998269,36998269,intron,116731,character(0),character(0),Pcdha1,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,353234,character(0),character(0),Pcdha2,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,192163,character(0),character(0),Pcdha3,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,12936,character(0),character(0),Pcdha4,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,100384868,character(0),character(0),Gm37013,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,12941,character(0),character(0),Pcdha5,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,12937,character(0),character(0),Pcdha6,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,103611158,character(0),character(0),Gm38666,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,12939,character(0),character(0),Pcdha7,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,103611159,character(0),character(0),Gm38667,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,intron,353235,character(0),character(0),Pcdha8,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998269,chr18,36998269,36998269,coding,192161,character(0),character(0),Pcdha9,8,4,47,73,201,175,124,171,4.33E-05,0.039800995,0.022857143,0.379032258,0.426900585,0.031329069,0.402966421,0.371637352
chr18_36998297,chr18,36998297,36998297,intron,116731,character(0),character(0),Pcdha1,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,353234,character(0),character(0),Pcdha2,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,192163,character(0),character(0),Pcdha3,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,12936,character(0),character(0),Pcdha4,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,100384868,character(0),character(0),Gm37013,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,12941,character(0),character(0),Pcdha5,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,12937,character(0),character(0),Pcdha6,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,103611158,character(0),character(0),Gm38666,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,12939,character(0),character(0),Pcdha7,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,103611159,character(0),character(0),Gm38667,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,intron,353235,character(0),character(0),Pcdha8,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998297,chr18,36998297,36998297,coding,192161,character(0),character(0),Pcdha9,2,3,30,49,192,176,112,163,5.74E-05,0.010416667,0.017045455,0.267857143,0.300613497,0.013731061,0.28423532,0.270504259
chr18_36998308,chr18,36998308,36998308,intron,116731,character(0),character(0),Pcdha1,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,353234,character(0),character(0),Pcdha2,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,192163,character(0),character(0),Pcdha3,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,12936,character(0),character(0),Pcdha4,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,100384868,character(0),character(0),Gm37013,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,12941,character(0),character(0),Pcdha5,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,12937,character(0),character(0),Pcdha6,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,103611158,character(0),character(0),Gm38666,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,12939,character(0),character(0),Pcdha7,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,103611159,character(0),character(0),Gm38667,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,intron,353235,character(0),character(0),Pcdha8,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998308,chr18,36998308,36998308,coding,192161,character(0),character(0),Pcdha9,2,2,25,45,182,166,107,158,8.64E-05,0.010989011,0.012048193,0.23364486,0.284810127,0.011518602,0.259227493,0.247708891
chr18_36998372,chr18,36998372,36998372,intron,116731,character(0),character(0),Pcdha1,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,353234,character(0),character(0),Pcdha2,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,192163,character(0),character(0),Pcdha3,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,12936,character(0),character(0),Pcdha4,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,100384868,character(0),character(0),Gm37013,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,12941,character(0),character(0),Pcdha5,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,12937,character(0),character(0),Pcdha6,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,103611158,character(0),character(0),Gm38666,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,12939,character(0),character(0),Pcdha7,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,103611159,character(0),character(0),Gm38667,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,intron,353235,character(0),character(0),Pcdha8,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_36998372,chr18,36998372,36998372,coding,192161,character(0),character(0),Pcdha9,1,1,22,31,109,105,73,101,9.04E-05,0.009174312,0.00952381,0.301369863,0.306930693,0.009349061,0.304150278,0.294801217
chr18_37642544,chr18,37642544,37642544,intron,100384868,character(0),character(0),Gm37013,9,4,37,53,56,42,49,68,9.24E-05,0.160714286,0.095238095,0.755102041,0.779411765,0.12797619,0.767256903,0.639280712
chr18_37642544,chr18,37642544,37642544,intron,103611158,character(0),character(0),Gm38666,9,4,37,53,56,42,49,68,9.24E-05,0.160714286,0.095238095,0.755102041,0.779411765,0.12797619,0.767256903,0.639280712
chr18_37642544,chr18,37642544,37642544,intron,103611159,character(0),character(0),Gm38667,9,4,37,53,56,42,49,68,9.24E-05,0.160714286,0.095238095,0.755102041,0.779411765,0.12797619,0.767256903,0.639280712
